ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
538674728504791040,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,いいですか　いくらのろくても　かまいませんよ　たいせつなことはね　いつでも前をむいて　自分の足で自分の道を歩くことですよ　いいですか　どんな大事なものでもね　荷物はみんな捨ててくださいよ　自分のからだも　捨てるんですからね #mitsuwo,,1,
538606381876539392,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月29日,「ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい」 by みつを,,,
538590243750825985,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月28日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,
538573819414183937,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月28日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ #mitsuwo,,,
537972462848192512,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月27日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから #mitsuwo,,,
537956027564437504,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月27日,けれどけれどで何もしない・・・,,,
537704874947801089,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月26日,いいですか　いくらのろくても　かまいませんよ　たいせつなことはね　いつでも前をむいて　自分の足で自分の道を歩くことですよ　いいですか　どんな大事なものでもね　荷物はみんな捨ててくださいよ　自分のからだも　捨てるんですからね,,,
537597322029301760,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月26日,アノネ　仕事はなんでもいい　ただひたすら　じぶんの仕事に打ち込んでいる姿はみんなすばらしい,,,
537581408667959298,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月26日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ #mitsuwo,,,
537252026384531457,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月25日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,
537234561852141568,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月25日,負ける人のおかげで　勝てるんだよな #mitsuwo,,,
536980355710865408,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,「待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ」 by みつを,,,
536963866341539840,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,1,1
536888568832995330,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,転んだっていいじゃないか。人間だもの。 #mitsuwo,,1,
536872104763723776,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,そんかとくか人間のものさし　うそかまことか　佛さまのものさし　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
536855630569422850,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,トマトがねぇトマトのままでいればほんものなんだよ　トマトをメロンにみせようとするからにせものになるんだよ　みんなそれぞれにほんものなのに骨を折ってにせものになりたがる #mitsuwo,,,
536839384545251328,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,名もない草も実をつける・・・,,,
536823159681339392,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,にんげんはねぇ　人から点数をつけられるために・・・,,,
536805528169496576,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月24日,これでいいということはないが　これが今の私の精一杯の姿です #mitsuwo,,,
536511559967596544,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月23日,いくら多くの人に読まれても、ただ読まれるだけじゃ意味が無い。・・・,,,
535057819100143618,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月19日,やれなかった　やらなかった　どっちかな,,,
534802307645321216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月18日,歩くから道になる　歩かなければ草が生える #mitsuwo,,,
534694121479213057,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月18日,昨日までの自分を否定し　今日の自分に生きる　今日新たに生まれ変わる,,,
534677948540809216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月18日,かねが人生のすべてではないが　有れば便利・・・,,,
534442387238440960,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月17日,あなたの心がきれいだから・・・,,,
534336204024475649,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月17日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,
534319524200210432,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月17日,「他人の物指し　自分のものさし　それぞれ寸法がちがうんだな」 by みつを,,,
534078138272055296,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月16日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,,1
533978039059611649,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月16日,「自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき」 by みつを 感動したらRT！,,,
533961061527871488,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月16日,しんじつだけが魂をうつ,,,
533802357323071488,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし #mitsuwo,,1,
533786679413198848,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,途中にいるかぎり中ぶらりん　底まで落ちて足が地に着けば　本当に落ち着く #mitsuwo,,,
533770135488585728,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,水にぬれなければ　およげませんよ。,,,
533753927255080961,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,雨の日には雨の中を・・・,,,
533639304182898688,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,夢はでっかく　根はふかく,,,
533617144768905216,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,しんじつだけが魂をうつ #mitsuwo,,,
533600669270167552,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,外灯というのは人のためにつけるんだよな・・・,,,
533584350206369794,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月15日,あとでやろうと思ってもやれた試しがない　やるならいつでもいまだ #mitsuwo,,,
533397824910544896,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月14日,「どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ」 by みつを 感動したらRT！,,,
533381182520438784,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月14日,自分の心のどん底が納得しているかどうかそこが大事,,,
533364762441441280,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月14日,あのときの　あの苦しみも・・・,,,
533258210757472256,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月14日,「あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで」 by みつを,,,
533240151410225152,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月14日,わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが,,1,
532989914250346496,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月13日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから #mitsuwo,,,1
532973441532444672,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月13日,「雨の日には雨の中を　風の日には風の中を」 by みつを,,,
532880106461491200,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月13日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき #mitsuwo,,,
532863294193692672,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月13日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ #mitsuwo,,1,
532619509429850113,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月12日,できない約束はしないことだな,,,
532534788628811778,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月12日,できない約束はしないことだな　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
532518224932257793,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月12日,「転んだっていいじゃないか。人間だもの。」 by みつを 感動したらRT！,,,
532501612023910400,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月12日,だれうらむことはない・・・,,,
532155655583322112,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月11日,親切という名のおっせかい・・・,,,
532139954193715200,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月11日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと #mitsuwo,,,1
531894301853093889,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月10日,毎日少しずつ　それがなかなかできねんだなあ　みつをにんげんだもの　相田みつをより,,,1
531799538357399552,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月10日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい #mitsuwo,,,
531462334560997377,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月9日,あのねぇ　どんなに上手なべんかいをしてもね　べんかいはやっぱり　べんかいなんだよなぁ,,,
531445865936744449,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月9日,「わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが」 by みつを 感動したらRT！,,,
531400089483231232,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月9日,「うばいあえば足らぬ　分け合えば余まる」 by みつを 感動したらRT！,,,
531367500475158528,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月9日,人間が人間として　生きるときの時は　いつでもいま・・・,,,
531351244640505856,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,あいだみつをの心に響く名言さんがフォローしています 子供がついつい笑ってしまうさん、たけしの名言さん、アニメおたくの語り場さんと他7 人,,,
531329545647841281,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,背のびする自分　卑下する自分・・・,,,
531279595098484736,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,かげぐちをいわれることを知りながら　ほめられればすぐのぼせるわたし　みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
531262991920947200,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,「がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから」 by みつを,,,
531247143504199680,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,「うまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです」 by みつを,,,
531101829501693952,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,雨の日には雨の中を　風の日には風の中を,,,
531085347304665088,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,負ける人のおかげで　勝てるんだよな,,,
531041462511607808,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月8日,みつをトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
530985086200455169,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月7日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで #mitsuwo,,,
530969232893161472,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月7日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて #mitsuwo,,,
530723565424103424,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月7日,かねかねかねと金追いかけても　行きつくところは一体どこなの? #mitsuwo,,,
530088844902039552,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月5日,願願を持ちましょう　みトイレ用日めくり　ひとりしずか　みつを　相田みつを作品集より,,,
529969137851064321,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月5日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから #mitsuwo,,,
529622226476498945,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月4日,おまえさんな　いま一体何が一番欲しい　あれもこれもじゃだめだよ　いのちがけでほしいものを　ただ一ツに的をしぼって　言ってみな #mitsuwo,,,
529226388734087168,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月3日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,
528914153319456769,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年11月2日,なんでもいいんだともかく一生懸命やってみることだ　いのちがけでやってみることだそうすれば　人間の不完全さがよくわかる　自分の至らなさが骨身に沁みてよくわかる　頭でなくてからだ全体でよくわかる,,,
528331769230422016,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年10月31日,一番わかっているようで　一番わからぬこの自分 #mitsuwo,,,
528195800191365120,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年10月31日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ #mitsuwo,,,
527467420639055872,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年10月29日,「道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい」 by みつを 感動したらRT！,,,
526732454607224832,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年10月27日,やりなおしが　きかねんだなぁ　人生というものは #mitsuwo,,,
512965805244309504,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年9月19日,やれなかった　やらなかった　どっちかな,,1,
510592570808729600,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年9月12日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,1,
510510702818119680,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年9月12日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,1,
510506970378293248,相田みつを☆心に響く詩,@mitsuwo_kokoro,2014年9月12日,人の為と書いて偽りと読むんだよなー,,2,
