ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
1162697412059602944,相田みつを　名言集,@aidamitsuobot,8月17日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,1,1
1162689836400041989,相田みつを　名言集,@aidamitsuobot,8月17日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分,,1,2
1162682316730146816,相田みつを　名言集,@aidamitsuobot,8月17日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,,3
1162674735055949824,相田みつを　名言集,@aidamitsuobot,8月17日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,,2
1162667218275991552,相田みつを　名言集,@aidamitsuobot,8月17日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,2
1162659638019411968,相田みつを　名言集,@aidamitsuobot,8月17日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,1
1162652113136058368,相田みつを　名言集,@aidamitsuobot,8月17日,やりなおしが　きかねんだなぁ　人生というものは,,,1
1162644539854577666,相田みつを　名言集,@aidamitsuobot,8月17日,七転八倒　つまづいたり　ころんだり　するほうが　自然なんだな　にんげんだもの,,,2
1162637016359587840,相田みつを　名言集,@aidamitsuobot,8月17日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,3
1162621921621467142,相田みつを　名言集,@aidamitsuobot,8月17日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,4
1162606811444154368,相田みつを　名言集,@aidamitsuobot,8月17日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,4
1162599239504896000,相田みつを　名言集,@aidamitsuobot,8月17日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,5
1162576624497225728,相田みつを　名言集,@aidamitsuobot,8月17日,うばいあえば足らぬ　分け合えば余まる,,4,11
1162569038943281153,相田みつを　名言集,@aidamitsuobot,8月17日,うつくしいものを美しいと思える　あなたの心が美しい,,,3
1162561516937158659,相田みつを　名言集,@aidamitsuobot,8月17日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,1,6
1162553940602318848,相田みつを　名言集,@aidamitsuobot,8月17日,けれど　けれどで　なにもしない,,,3
1162546416469725185,相田みつを　名言集,@aidamitsuobot,8月17日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,4
1162538843788079106,相田みつを　名言集,@aidamitsuobot,8月17日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,7
1162531324420169729,相田みつを　名言集,@aidamitsuobot,8月17日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,1
1162523743039586310,相田みつを　名言集,@aidamitsuobot,8月17日,考えてばかりいると　日が暮れちゃうよ,,,4
1162516216189054976,相田みつを　名言集,@aidamitsuobot,8月17日,昨日までの自分を否定し　今日の自分に生きる　今日新たに生まれ変わる,,,2
1162508640663695360,相田みつを　名言集,@aidamitsuobot,8月16日,体験してはじめて身につくんだなぁ,,1,4
1162493534315745280,相田みつを　名言集,@aidamitsuobot,8月16日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,1,5
1162486008840982528,相田みつを　名言集,@aidamitsuobot,8月16日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,3
1162478437707051009,相田みつを　名言集,@aidamitsuobot,8月16日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ,,1,5
1162470896038080512,相田みつを　名言集,@aidamitsuobot,8月16日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,1,4
1162463338770468864,相田みつを　名言集,@aidamitsuobot,8月16日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,1
1162455800536633344,相田みつを　名言集,@aidamitsuobot,8月16日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,1,5
1162448239389335553,相田みつを　名言集,@aidamitsuobot,8月16日,だれにだってあるんだよ　ひとにはいえないくるしみが　だれにだってあるんだよ　ひとひはいえないかなしみが　ただ　だまっているだけなんだよ　いえばぐちになるから,,2,8
1162440702787145728,相田みつを　名言集,@aidamitsuobot,8月16日,できない約束はしないことだな,,,1
1162433136921157632,相田みつを　名言集,@aidamitsuobot,8月16日,そのうち　そのうち　べんかいしながら　日がくれる,,,3
1162425601698885632,相田みつを　名言集,@aidamitsuobot,8月16日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,,,2
1162418038475374592,相田みつを　名言集,@aidamitsuobot,8月16日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,1,6
1162410498383417344,相田みつを　名言集,@aidamitsuobot,8月16日,雨の日には雨の中を　風の日には風の中を,,,1
1162402937785573376,相田みつを　名言集,@aidamitsuobot,8月16日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,2
1162387839713075200,相田みつを　名言集,@aidamitsuobot,8月16日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,3
1162380298681589760,相田みつを　名言集,@aidamitsuobot,8月16日,あんなにしてやったのに「のに」がつくとぐちがでる,,,2
1162365221131829248,相田みつを　名言集,@aidamitsuobot,8月16日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,3
1162357648005591045,相田みつを　名言集,@aidamitsuobot,8月16日,人の為と書いて偽りと読むんだよなー,,,1
1162335022595989505,相田みつを　名言集,@aidamitsuobot,8月16日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,,,3
1162327449729814528,相田みつを　名言集,@aidamitsuobot,8月16日,歩くから道になる　歩かなければ草が生える,,,1
1162319927828631552,相田みつを　名言集,@aidamitsuobot,8月16日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,1
1162312348859682816,相田みつを　名言集,@aidamitsuobot,8月16日,強がりなんかいうことないよ　やせがまんなどすることないよ　だれにえんりょなんかいるもんか　声をかぎりに泣くがいい　ただひたすらになけばいい,,1,5
1162304832499138560,相田みつを　名言集,@aidamitsuobot,8月16日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,,2
1162297248530620416,相田みつを　名言集,@aidamitsuobot,8月16日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,3
1162289723328516098,相田みつを　名言集,@aidamitsuobot,8月16日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,4
1162282152936890369,相田みつを　名言集,@aidamitsuobot,8月16日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,,3
1162274629890633728,相田みつを　名言集,@aidamitsuobot,8月16日,これでいいということはないが　これが今の私の精一杯の姿です,,,4
1162267050342879233,相田みつを　名言集,@aidamitsuobot,8月16日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,4
1162259536889016325,相田みつを　名言集,@aidamitsuobot,8月16日,けれど　けれどで　なにもしない,,,4
1162251951175634954,相田みつを　名言集,@aidamitsuobot,8月16日,ビリがいるから１位がいる,,,5
1162244426816561152,相田みつを　名言集,@aidamitsuobot,8月16日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,4
1162236851681234944,相田みつを　名言集,@aidamitsuobot,8月16日,ともかくも　生かされてきて　命あり,,,5
1162229332212772865,相田みつを　名言集,@aidamitsuobot,8月16日,やり直しのきかない人生　待った無しの命,,,4
1162214239777390598,相田みつを　名言集,@aidamitsuobot,8月16日,体験してはじめて身につくんだなぁ,,,3
1162206653220917248,相田みつを　名言集,@aidamitsuobot,8月16日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,1
1162199128895451137,相田みつを　名言集,@aidamitsuobot,8月16日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,3
1162191553000947717,相田みつを　名言集,@aidamitsuobot,8月16日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,3
1162184030428622848,相田みつを　名言集,@aidamitsuobot,8月16日,いいことは　おかげさま　悪いことは　身から出たさび,,,2
1162176453615575041,相田みつを　名言集,@aidamitsuobot,8月16日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,3,17
1162161355450748928,相田みつを　名言集,@aidamitsuobot,8月16日,考えてばかりいると　日が暮れちゃうよ,,1,5
1162153828495417344,相田みつを　名言集,@aidamitsuobot,8月16日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,1,1
1162146252898701313,相田みつを　名言集,@aidamitsuobot,8月15日,自分の後ろ姿は　自分じゃ見えねんだなあ,,,1
1162138734558511111,相田みつを　名言集,@aidamitsuobot,8月15日,よくまわっているほどコマはしずかなんだな,,,1
1162131150606757889,相田みつを　名言集,@aidamitsuobot,8月15日,雨の日には雨の中を　風の日には風の中を,,,2
1162123619545174016,相田みつを　名言集,@aidamitsuobot,8月15日,一生勉強　一生青春,,,
1162116047878545414,相田みつを　名言集,@aidamitsuobot,8月15日,因も変り　縁も変る　なにもかも　みんな変ってゆくんだね　人間関係も変ってゆく世の中　無常だから,1,,8
1162108507576864768,相田みつを　名言集,@aidamitsuobot,8月15日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分,,,2
1162100949889847296,相田みつを　名言集,@aidamitsuobot,8月15日,負ける人のおかげで　勝てるんだよな,,,1
1162093415829401600,相田みつを　名言集,@aidamitsuobot,8月15日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,,1
1162085852534595584,相田みつを　名言集,@aidamitsuobot,8月15日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,1
1162078314682408961,相田みつを　名言集,@aidamitsuobot,8月15日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,1
1162070748791369728,相田みつを　名言集,@aidamitsuobot,8月15日,アノネ、がんばんなくてもいいからさ、具体的に動くことだね。,,,1
1162063212369440769,相田みつを　名言集,@aidamitsuobot,8月15日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,6
1162055649988972545,相田みつを　名言集,@aidamitsuobot,8月15日,うまれかわり死にかわり　永遠の過去のいのちを受け継いで　いま自分の番を生きている　それがあなたのいのちです　それがわたしのいのちです,,,1
1162048109393788928,相田みつを　名言集,@aidamitsuobot,8月15日,うつくしいものを美しいと思える　あなたの心が美しい,,1,7
1162040551413125121,相田みつを　名言集,@aidamitsuobot,8月15日,やりなおしが　きかねんだなぁ　人生というものは,,,1
1162033029625180160,相田みつを　名言集,@aidamitsuobot,8月15日,ビリがいるから１位がいる,,,3
1162017912036548609,相田みつを　名言集,@aidamitsuobot,8月15日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,1
1162010360947150848,相田みつを　名言集,@aidamitsuobot,8月15日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,2
1162002838169370626,相田みつを　名言集,@aidamitsuobot,8月15日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,6
1161957537681248258,相田みつを　名言集,@aidamitsuobot,8月15日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,1,7
1161949963149959169,相田みつを　名言集,@aidamitsuobot,8月15日,なみだで　あらわれるたびに　まなこがふかくなり　うれいがふかくなる,,,6
1161942441361956864,相田みつを　名言集,@aidamitsuobot,8月15日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,,3
1161927336029089792,相田みつを　名言集,@aidamitsuobot,8月15日,土の中の水道管　高いビルの下の下水　大事なものは表に出ない,,,1
1161919763716558851,相田みつを　名言集,@aidamitsuobot,8月15日,なんにも欲しがらぬときが　一番強い,,,1
1161912240343117824,相田みつを　名言集,@aidamitsuobot,8月15日,うばいあえば足らぬ　分け合えば余まる,,,1
1161904662653440000,相田みつを　名言集,@aidamitsuobot,8月15日,どんなぐちでも気持ちよく聞いてくれる人　その人はあなたにとって大事な観音さまだ,,,3
1161897148029399040,相田みつを　名言集,@aidamitsuobot,8月15日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,1
1161889564098568192,相田みつを　名言集,@aidamitsuobot,8月15日,いいことは　おかげさま　悪いことは　身から出たさび,,,1
1161882037822742528,相田みつを　名言集,@aidamitsuobot,8月15日,やり直しのきかない人生　待った無しの命,,1,6
1161874465887645698,相田みつを　名言集,@aidamitsuobot,8月15日,けれど　けれどで　なにもしない,,,4
1161866940823904257,相田みつを　名言集,@aidamitsuobot,8月15日,めしを喰って静かに息をついていたら　いつの間にか日が暮れて　気がついた時は墓場の中,,,2
1161859363776020480,相田みつを　名言集,@aidamitsuobot,8月15日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,,3
1161851851257417728,相田みつを　名言集,@aidamitsuobot,8月15日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,5
1161844265665699842,相田みつを　名言集,@aidamitsuobot,8月15日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,,3
1161829165743558656,相田みつを　名言集,@aidamitsuobot,8月15日,後じゃできねんだよなあ　今のことは　今しかできぬ,,,2
1161821639878692864,相田みつを　名言集,@aidamitsuobot,8月15日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,2
1161814067700350976,相田みつを　名言集,@aidamitsuobot,8月15日,夢はでっかく　根はふかく,,,3
1161806551423709184,相田みつを　名言集,@aidamitsuobot,8月15日,「自分の花」　名もない草も実をつける　命いっぱいに自分の花を咲かせて,,1,8
1161798966226243584,相田みつを　名言集,@aidamitsuobot,8月15日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,,3
1161791443775528960,相田みつを　名言集,@aidamitsuobot,8月15日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,2
1161783868183085056,相田みつを　名言集,@aidamitsuobot,8月14日,毎日毎日の足跡が　おのずから人生の答を出す　きれいな足跡には　きれいな水がたまる,,,3
1161776346529329152,相田みつを　名言集,@aidamitsuobot,8月14日,そのうち　そのうち　べんかいしながら　日がくれる,,,3
1161768759431876608,相田みつを　名言集,@aidamitsuobot,8月14日,あのねぇ　どんなに上手なべんかいをしてもね　べんかいはやっぱり　べんかいなんだよなぁ,,,2
1161753662353313792,相田みつを　名言集,@aidamitsuobot,8月14日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,3
1161746116322349056,相田みつを　名言集,@aidamitsuobot,8月14日,うつくしいものを美しいと思える　あなたの心が美しい,,,3
1161738563219705856,相田みつを　名言集,@aidamitsuobot,8月14日,できない約束はしないことだな,,,1
1161731025245896704,相田みつを　名言集,@aidamitsuobot,8月14日,一生勉強　一生青春,,,2
1161723462882193409,相田みつを　名言集,@aidamitsuobot,8月14日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,4
1161715929517977600,相田みつを　名言集,@aidamitsuobot,8月14日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,2
1161708363735957504,相田みつを　名言集,@aidamitsuobot,8月14日,どうでもいいものは　どうでもいいんだよ　いちばん大事なことに　一番大事ないのちをかけてゆくことだ,,,2
1161700822482399232,相田みつを　名言集,@aidamitsuobot,8月14日,アレもコレもほしがるなよ,,,2
1161693263046139904,相田みつを　名言集,@aidamitsuobot,8月14日,他人の物指し　自分のものさし　それぞれ寸法がちがうんだな,,,1
1161685721695969280,相田みつを　名言集,@aidamitsuobot,8月14日,アノネ　ひとのことじゃないんだよ　じぶんのことだよ,,,4
1161678165518893057,相田みつを　名言集,@aidamitsuobot,8月14日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,,1
1161670639238782976,相田みつを　名言集,@aidamitsuobot,8月14日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,1
1161663064686489600,相田みつを　名言集,@aidamitsuobot,8月14日,いいことは　おかげさま　悪いことは　身から出たさび,,,3
1161655525743837184,相田みつを　名言集,@aidamitsuobot,8月14日,人の為と書いて偽りと読むんだよなー,,,2
1161647971395440641,相田みつを　名言集,@aidamitsuobot,8月14日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう,,,6
1161640448227598336,相田みつを　名言集,@aidamitsuobot,8月14日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,3
1161632870932160512,相田みつを　名言集,@aidamitsuobot,8月14日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ,,1,10
1161625352642289667,相田みつを　名言集,@aidamitsuobot,8月14日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,5
1161617773434306561,相田みつを　名言集,@aidamitsuobot,8月14日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,6
1161610250039857152,相田みつを　名言集,@aidamitsuobot,8月14日,よくまわっているほどコマはしずかなんだな,,,3
1161602671242989568,相田みつを　名言集,@aidamitsuobot,8月14日,身からでたサビだなあ　身に覚えがあるよ,,,2
1161587574047006721,相田みつを　名言集,@aidamitsuobot,8月14日,ぐちをこぼしてゆくんだね　なみだをながしてゆくんだね　だれにも気がねはいらぬから　えんりょしなくていいんですよ　ぐちをこぼしてゆくがいい　なみだをながしてゆくがいい,,,5
1161580055228665856,相田みつを　名言集,@aidamitsuobot,8月14日,かねかねかねと金追いかけても　行きつくところは一体どこなの?,,,5
1161564945093238784,相田みつを　名言集,@aidamitsuobot,8月14日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,,5
1161549873466028032,相田みつを　名言集,@aidamitsuobot,8月14日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,4
1161542284950810624,相田みつを　名言集,@aidamitsuobot,8月14日,そのうち　そのうち　べんかいしながら　日がくれる,,,3
1161534780552425473,相田みつを　名言集,@aidamitsuobot,8月14日,できない約束はしないことだな,,,5
1161527205740056582,相田みつを　名言集,@aidamitsuobot,8月14日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,10
1161519843541225473,相田みつを　名言集,@aidamitsuobot,8月14日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,3
1161512084586356737,相田みつを　名言集,@aidamitsuobot,8月14日,弱きもの人間　欲深きもの人間　偽り多きもの人間　そして人間の私,,,4
1161504571862241280,相田みつを　名言集,@aidamitsuobot,8月14日,あれもほしい　これもほしい　ああなりたい　こうなりたい　欲望いっぱいのこの自分　そういう自分の運転手は自分,,,2
1161496987335909376,相田みつを　名言集,@aidamitsuobot,8月14日,アノネ　かんのんさまがみていてくれるよ　なにもかもみんな承知でね　かんのんさまがみていてくれるよ　いいわけやべんかいなんかしなくてもね　かんのんさまがちゃんとみていてくれるよ,,,2
1161489485810585600,相田みつを　名言集,@aidamitsuobot,8月14日,自分の後ろ姿は　自分じゃ見えねんだなあ,,,2
1161481888642535424,相田みつを　名言集,@aidamitsuobot,8月14日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,,2
1161474358474366976,相田みつを　名言集,@aidamitsuobot,8月14日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,2
1161466776737107969,相田みつを　名言集,@aidamitsuobot,8月14日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,1,6
1161459252692541441,相田みつを　名言集,@aidamitsuobot,8月14日,歩くから道になる　歩かなければ草が生える,,,2
1161444160252989440,相田みつを　名言集,@aidamitsuobot,8月14日,体験してはじめて身につくんだなぁ,,1,3
1161436580101255168,相田みつを　名言集,@aidamitsuobot,8月14日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,5
1161429054752342016,相田みつを　名言集,@aidamitsuobot,8月14日,金が人生のすべてではないが　有れば便利　無いと不便です　便利のほうがいいなあ,,,4
1161421477213659136,相田みつを　名言集,@aidamitsuobot,8月13日,後じゃできねんだよなあ　今のことは　今しかできぬ,,1,7
1161413958441377792,相田みつを　名言集,@aidamitsuobot,8月13日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,1,6
1161406374317662208,相田みつを　名言集,@aidamitsuobot,8月13日,あなたにめぐり逢えて本当によかった　一人でもいい　心からそう言ってくれる人があれば,,1,9
1161398847437860864,相田みつを　名言集,@aidamitsuobot,8月13日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,3
1161391273128820736,相田みつを　名言集,@aidamitsuobot,8月13日,おたがいになぁ　不完全　欠点だらけの　にんげんですがね,,,4
1161376174083207168,相田みつを　名言集,@aidamitsuobot,8月13日,おだてられればいい気になるし　わるくちいわれりゃ腹たつわたし,,,1
1161368635664789504,相田みつを　名言集,@aidamitsuobot,8月13日,自分の後ろ姿は　自分じゃ見えねんだなあ,,,2
1161361075901587456,相田みつを　名言集,@aidamitsuobot,8月13日,悲しいときは全身で悲しみ　嬉しいときには手放しで喜ぶ　そういう人間で私はありたい,,,1
1161353539962073088,相田みつを　名言集,@aidamitsuobot,8月13日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,2,7
1161345975312498693,相田みつを　名言集,@aidamitsuobot,8月13日,できない約束はしないことだな,,1,3
1161330876191371266,相田みつを　名言集,@aidamitsuobot,8月13日,ともかくも　生かされてきて　命あり,1,1,3
1161315775413510144,相田みつを　名言集,@aidamitsuobot,8月13日,セトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころセトモノとセトモノとぶつかりっこするとすぐこわれちゃう　どっちかやわらかければ　だいじょうぶ　やわらかいこころを　持ちましょう,,1,4
1161308253420052480,相田みつを　名言集,@aidamitsuobot,8月13日,考えてばかりいると　日が暮れちゃうよ,,,2
1161300678939033600,相田みつを　名言集,@aidamitsuobot,8月13日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,2
1161293160397643776,相田みつを　名言集,@aidamitsuobot,8月13日,あなたがそこにただいるだけで　その場の空気が明るくなる　あなたがそこにただいるだけで,,1,5
1161285611124330496,相田みつを　名言集,@aidamitsuobot,8月13日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,2,6
1161278097171374082,相田みつを　名言集,@aidamitsuobot,8月13日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,1
1161270487151869952,相田みつを　名言集,@aidamitsuobot,8月13日,にんげんはねぇ　人から点数をつけられるために　この世に生まれてきたのでないんだよ　にんげんがさき点数はあと,,3,5
1161262966022348800,相田みつを　名言集,@aidamitsuobot,8月13日,あんなにしてやったのに「のに」がつくとぐちがでる,,,4
1161255383916138498,相田みつを　名言集,@aidamitsuobot,8月13日,なんでもいいんだともかく一生懸命やってみることだ　いのちがけでやってみることだそうすれば　人間の不完全さがよくわかる　自分の至らなさが骨身に沁みてよくわかる　頭でなくてからだ全体でよくわかる,,2,9
1161247860014272513,相田みつを　名言集,@aidamitsuobot,8月13日,うそはいわない　人にこびない　人のかげぐちはいわぬ　わたしにできぬことばかり,,,4
1161232764064026625,相田みつを　名言集,@aidamitsuobot,8月13日,あなたの心がきれいだから　何でもきれいに見えるんだなあ,,1,2
1161225186596671489,相田みつを　名言集,@aidamitsuobot,8月13日,けれど　けれどで　なにもしない,,,3
1161217668759687169,相田みつを　名言集,@aidamitsuobot,8月13日,正直者は　ばかをみる　だからといってうそばかりも通らない　世の中単純じゃねんだよなあ,,,3
1161210087534239746,相田みつを　名言集,@aidamitsuobot,8月13日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,,,2
1161202559929016320,相田みつを　名言集,@aidamitsuobot,8月13日,そのうち　そのうち　べんかいしながら　日がくれる,,1,1
1161187466734264320,相田みつを　名言集,@aidamitsuobot,8月13日,アノネ　人間にとって一番大事なものはなにか？そこを原点として考えてゆけば,,,2
1161179885613621249,相田みつを　名言集,@aidamitsuobot,8月13日,いまはなんにも　いわないほうがいい　語らないほうがいい　つらいだろうが　黙っているほうがいい　いえばべんかいになるから,,,4
1161172369005694977,相田みつを　名言集,@aidamitsuobot,8月13日,人間はねぇ　自分よりも人のほうがよくなると　おもしろくねんだなぁ　人間のわたし,,,4
1161164788434522118,相田みつを　名言集,@aidamitsuobot,8月13日,待ってもむだなことがある　待ってもだめなこともある　待ってもむなしきことばかり　それでもわたしはじっと待つ,,1,4
1161149685261692928,相田みつを　名言集,@aidamitsuobot,8月13日,夢はでっかく　根はふかく,,,2
1161142164266426368,相田みつを　名言集,@aidamitsuobot,8月13日,強がりなんかいうことないよ　やせがまんなどすることないよ　だれにえんりょなんかいるもんか　声をかぎりに泣くがいい　ただひたすらになけばいい,,1,6
1161134588304842752,相田みつを　名言集,@aidamitsuobot,8月13日,なみだで　あらわれるたびに　まなこがふかくなり　うれいがふかくなる,,3,8
1161127075920486401,相田みつを　名言集,@aidamitsuobot,8月13日,身からでたサビだなあ　身に覚えがあるよ,,,4
1161119490647547904,相田みつを　名言集,@aidamitsuobot,8月13日,一生勉強　一生青春,,2,6
1161111965713874944,相田みつを　名言集,@aidamitsuobot,8月13日,自分が自分にいやになるとき　金がほしいのにほしくないようなふりをするとき,,1,8
1161104389408296961,相田みつを　名言集,@aidamitsuobot,8月13日,歩くから道になる　歩かなければ草が生える,,,2
1161096864638197761,相田みつを　名言集,@aidamitsuobot,8月13日,転んだっていいじゃないか。人間だもの。,,,3
1161089287942574080,相田みつを　名言集,@aidamitsuobot,8月13日,やり直しのきかない人生　待った無しの命,,,4
1161074192583757825,相田みつを　名言集,@aidamitsuobot,8月13日,がまんをするんだよ　がまんをするんだよ　くやしいだろうがね　そこをがまんをするんだよ　そうすれば　人のかなしみやくるしみがよくわかってくるから,,,5
1161059093395599361,相田みつを　名言集,@aidamitsuobot,8月12日,使ったところが強くなる　頭でもからだでも　その反対　使わぬところは,,,1
1161051573117526017,相田みつを　名言集,@aidamitsuobot,8月12日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,,3
