ツイートID,名前,ユーザー名,投稿日,本文,返信数,リツイート数,いいね数
1159292452018085888,相田みつを　名言集,@aidamitsuobot,8月8日,慣れるな　なれるな　どんなことにも慣れるな　慣れると感動がなくなるから,,1,1
1159284922965618688,相田みつを　名言集,@aidamitsuobot,8月8日,道は一本　単純でまッ直ぐがいい　何かを欲しがると　欲しがったところが曲がる　道は一本まっすぐがいい,,,2
1159277352595185664,相田みつを　名言集,@aidamitsuobot,8月8日,無理をしないで　なまけない　私は弱い人間だから,,,6
1159269836741963776,相田みつを　名言集,@aidamitsuobot,8月8日,人の為と書いて偽りと読むんだよなー,,2,1
1159262250114228224,相田みつを　名言集,@aidamitsuobot,8月8日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,1
1159247151353884672,相田みつを　名言集,@aidamitsuobot,8月7日,琴の糸　張りすぎてもダメ　たるんでもダメ　ちょうどいいあんばいのときに　ちょうどいいあんばいの音が出る,,,4
1159239633290461186,相田みつを　名言集,@aidamitsuobot,8月7日,身近な人の死に逢うたびに　私は人間の命のはかなさにガクゼンとします　この世に人間として生きている尊さを骨身にしみて感じるとき　私には仕事への闘志が湧いてきます,,,2
1159232043110129665,相田みつを　名言集,@aidamitsuobot,8月7日,転んだっていいじゃないか。人間だもの。,,,3
1159224516410654722,相田みつを　名言集,@aidamitsuobot,8月7日,雨の日には雨の中を　風の日には風の中を,,,1
1159216947998818304,相田みつを　名言集,@aidamitsuobot,8月7日,あのときのあの苦しみも　あのときのあの悲しみも　みんな肥料になったんだなあ,,,6
1159209402190028801,相田みつを　名言集,@aidamitsuobot,8月7日,考えてばかりいると　日が暮れちゃうよ,,,2
1159201846017196032,相田みつを　名言集,@aidamitsuobot,8月7日,ボロは初めに見せておけ　そうすればいつでも天下泰平だ,,,4
1159186745365127168,相田みつを　名言集,@aidamitsuobot,8月7日,うばいあえば足らぬ　分け合えば余まる,,,2
1159179212688728064,相田みつを　名言集,@aidamitsuobot,8月7日,にんげん　一番いやなことは　じぶんがじぶんにうそをいうときだ,,1,1
1159171646726402049,相田みつを　名言集,@aidamitsuobot,8月7日,我慢をするんだよ　我慢をするんだよ　悔しいだろうがね　そこを我慢するんだよ,,,1
1159164111319519232,相田みつを　名言集,@aidamitsuobot,8月7日,自身はなくてうぬぼればかり　はずかしい　はずかしい,,,1
1159141449453019139,相田みつを　名言集,@aidamitsuobot,8月7日,おさいせん　百円玉一つ　ぽんと投げて　手を合わす　おねがいことの多いこと,,,1
1159133928378097664,相田みつを　名言集,@aidamitsuobot,8月7日,わかってたまるか　人に踏まれてばかりいる　雑草のくるしみが,,,4
1159126349862166528,相田みつを　名言集,@aidamitsuobot,8月7日,みかんには みかんの味があり りんごには りんごの美しさがある　しあわせは　いつもじぶんのこころが　きめる,,,2
1159118809036230656,相田みつを　名言集,@aidamitsuobot,8月7日,かんのんさまは　どうして　こんなにしずかなの　かなしみに　たえた人だから　どうしてこんなに　やさしいの　ひとの世の　くるしみに　一番泣いた方　だから,,2,4
1159111257812656128,相田みつを　名言集,@aidamitsuobot,8月7日,子供に一首　どのような道をどのように　歩くともいのちいっぱいにいきてればいいぞ,,,2
1159103729741623297,相田みつを　名言集,@aidamitsuobot,8月7日,人間追いつめられてはじめて本音を吐く　その時どんな本音を吐くかそれが大事,1,,10
1159096158372782080,相田みつを　名言集,@aidamitsuobot,8月7日,いいことは　おかげさま　悪いことは　身から出たさび,,,2
1159081056680550400,相田みつを　名言集,@aidamitsuobot,8月7日,これでいいということはないが　これが今の私の精一杯の姿です,,1,3
1159073533298745344,相田みつを　名言集,@aidamitsuobot,8月7日,あのねぇ　財産　肩書き　地位　名誉　その他　自分についている誇り高き飾り物をみんな落としてすっぱだかになってごらん　人間としての本当の自分がわかるから,,,4
1159065957035196416,相田みつを　名言集,@aidamitsuobot,8月7日,なんにも欲しがらぬときが　一番強い,,1,4
1159058436031578112,相田みつを　名言集,@aidamitsuobot,8月7日,できない約束はしないことだな,,,4
1159043338198142976,相田みつを　名言集,@aidamitsuobot,8月7日,外灯というのは　人のためにつけるんだよな　わたしはどれだけ　外灯をつけられるだろうか,,,4
1159035760042840065,相田みつを　名言集,@aidamitsuobot,8月7日,枯れたすすきがまだ美しいのは　いのちいっぱい一生けんめいに生きてきたからだ,,,2
1159028230252220416,相田みつを　名言集,@aidamitsuobot,8月7日,アノネ　人間にとって一番大事なものはなにか？そこを原点として考えてゆけば,,1,6
1159020658367401984,相田みつを　名言集,@aidamitsuobot,8月7日,やりなおしが　きかねんだなぁ　人生というものは,,,4
1159013139326705664,相田みつを　名言集,@aidamitsuobot,8月7日,人生の的　ふたつあったらまようよな　ひとつならまようことがない　人生の的はひとつがいい,,,3
1159005560819216386,相田みつを　名言集,@aidamitsuobot,8月7日,気が小さくて臆病で人のこと気になって三日もねむれぬこともある　おだてられればいい気になるし　わるくちいわれりゃ腹立つわたし　物欲色欲名誉欲　人間はねぇ欲望のかたまりだな　人間のわたし,,1,6
1158998040323080192,相田みつを　名言集,@aidamitsuobot,8月7日,にんげんはねぇ　どんな人でも人それぞれに悩みや苦しみをいっぱい抱えて生きているんだね　ほとけさまにもいえないような悩みと苦しみをね,,,2
